type	ID	rowID	diff
N	583f1e8d-46cb-4507-8aab-efb3fbff96c4	-1	3
N	9eaf8bbe-e024-4e8e-92ce-7c77eeef929b	-1	3
N	107e5e0b-e512-48a0-9a06-5635f3b0d466	-1	2
N	68ce3423-d9c8-46cd-8a21-e460fd4dad1c	-1	1
N	41de8232-215a-40fa-8399-960f33ea9896	-1	4
N	393ab3e2-c9f7-44ae-9b6f-d31594f8b116	-1	2
F1	ee6b0d8b-7d24-45d8-becf-d1e17a8fea3b	-1	3
N	abd5d41d-7094-4607-92a3-229252758b7d_1	-1	3
N	a59bd9da-a01c-4901-8b84-fc18784fc6d4	-1	0
N	5ecf5ffd-3f7f-40bd-b7ea-17ada270b8fc	0	319
N	38b15e39-21a5-40f3-b0bb-6715aa0287fd_1	-1	0
F1	3e8c44ac-3be7-412d-a00f-7b3d837fa7be	-1	1
F1	391fe507-220b-4c85-9970-789ca1a66330	-1	2
N	685be56b-5028-4493-81f1-04e5c746de49_1	-1	0
F1	c86e6bb8-f8fc-4b3a-a4b1-7bef116e15e7	-1	0
N	2df84cc9-4b58-458e-93d1-1de84b298d58	-1	2
N	4098bc5f-3476-4914-8140-ae3f0c99fb38	-1	2
N	13abe8c7-e001-4f54-af5b-631b705ec58d	-1	0
F1	2b4fc6d6-b8bb-41f8-ad17-da94877e470c	-1	2
N	3b0220a0-1795-4acd-8b9c-68c6c881df1f	-1	2
N	f3c1116d-4e57-4241-87c5-fe88a3900914	-1	0
N	906e226f-ae63-4250-855f-d8b4838bd50f_1	-1	2
F1	d0378887-34cb-42f2-9511-2abfd95430f1	-1	2
N	7cb91198-68e5-491d-a69f-be0eed556e4e	-1	1
F1	dbfad04d-04a4-4142-8fd2-192f51cdd271	-1	2
N	3ac6c60f-1804-46b1-ac0b-19fb5e2bbb7f	-1	2
C1	abed1281-2290-4d90-8560-06c326636070	-1	0
F1	85cffb12-9211-4294-a511-506e17df2d5c	-1	5
C1	4155e5b2-593e-49b5-bddb-cebe31fe3fcb_1	-1	1
N	49a61bf8-e2f5-411a-ae08-4aa6d78aa047	-1	7
N	f2010166-86b5-4424-baf5-a4f7276f60d9	-1	2
N	2b27402b-0de0-4db2-a924-6d14dc156280	-1	3
N	0da3bde2-5c19-4585-b2a9-5d77b94ebf0a_1	-1	2
N	cd15ba91-dd9e-4343-a99a-bc587d55722e	-1	1
N	111f88c9-3c97-4a8d-9f47-39ea0efd522b_1	-1	1
N	e80258fb-b285-48fd-a9e5-6c8f194b36b3	-1	3
N	655d6ca5-94a0-46fa-a65b-73a724cb421f	-1	10
N	0f6e07f5-4c7d-4387-87e3-f93c2fb4f581	-1	4
N	dec83ecf-d50a-443e-abcf-791812c675de	-1	4
N	d27428d5-ca0b-4d6c-9c37-6dc57c59f267	-1	1
N	510259dc-fb05-472e-8481-42ff885410b7	-1	1
F1	fff846ca-b90b-4df0-915b-8e90579a624e	-1	2
N	30b68e09-e03f-4dce-8e2a-d04c97008f75	-1	0
F1	568a8cba-4912-4593-bd73-539f9d573bb5	-1	2
N	421af1e0-68f8-4d53-9880-8c60e54e4cab	-1	0
N	6f62ea4e-211c-42ca-a2f8-21373ad95bce	-1	3
N	30931797-96a2-48e7-bdfe-766ed100fc5f	-1	1
N	acf9788a-3d7f-449d-8e5a-1d2c44cec5da	-1	1
N	6c0c8afe-a394-4e38-b190-b50ff33bf387	-1	3
N	50c11ce7-a6ad-42e3-ba39-f705c83bacdd	-1	2
F1	bf2b2484-47aa-4197-bf85-ecbfc9fe803e_1	-1	3
N	147b8237-37d3-46a6-b15c-9129d152e6f4_1	-1	2
N	b54682a7-bf9b-46bb-ac46-8f98b61cbeeb_1	-1	914
F1	6553a860-3f05-480c-82da-430df9746fd2_1	-1	2
N	5cc09eba-88a0-4582-8777-72f800878d63	-1	1
N	7e452b1e-9e4a-4b05-91e8-ebb464c9ac99	-1	3
N	5c222795-9f90-4206-9738-2e633e02083a	-1	6
N	50eb8874-aff4-4702-9286-e27ac43d01b0	-1	2
F1	0a5505a8-62d5-4651-bdb4-a5602517bebc	-1	1
N	ba81f28a-3ef0-46d9-bb00-c27a3e81d6d4_1	-1	7
N	8fb58eef-a067-4d19-94d3-cda83720a84b	-1	3
N	b5f89939-7942-4a35-93c9-9c26c4cb720e_1	-1	12
N	3cdef778-0fba-4f09-a163-e3c4e1c6f35b	-1	0
N	86c6ab91-0ed7-41a8-8961-901548a55616	-1	4
N	975fef3b-0ca4-470c-8a9b-f37b1102128e	-1	3
N	fe254e1c-86f0-4503-a008-b3fa96fdeb49_1	-1	0
N	a124847c-2df1-40c7-ac4f-906c25a97140	-1	138
N	ed8c9f3b-ef3c-4aa1-b3a0-fc17fe86fa16	-1	2
N	d8f8077a-be14-4c96-b6dd-3c4d8ef38425	-1	2
N	7b7b779d-a45d-42f5-b6ab-4e3e9230a1cc	-1	2
N	22d42c1b-ab1f-499c-a04b-c06a8545c31f	-1	0
N	a0194b15-11e3-467d-96e4-34a3848723ee	-1	5
N	1853ffa2-fbf5-40e0-8ec3-c959420f50da_1	-1	3
N	b1f454a4-60c0-4158-b85f-83120c510e67	0	106
N	d020e56e-09f5-4d77-9eb6-a98a80d3871e	-1	7
N	20bcd19f-08d4-4e84-b3f9-cdc643d6ea7c	-1	4
F1	2bbc9086-4720-450c-a225-ab6e18d501f6	-1	1
N	9fa55c51-b03c-4dd0-90cc-f8ac65e4588d	-1	1
F1	a1c73142-0626-4196-a3da-8fed75809513	-1	0
N	8a3fa986-8019-44b9-94cd-b97cc02f92b1	-1	9
N	348cc9ba-a988-4a82-92f6-a7aef85a86bc	-1	4
N	27a8775e-45fd-4711-a442-8f74a1cdef4c	-1	18
N	e1909f0a-5951-448f-b8d6-797c162c7bf8	-1	8
N	c59deddf-0941-4826-b70f-f935579a2624	-1	0
N	605a2562-d98c-4ad8-adef-0d7f35abb135	-1	27
N	575a0436-90b2-4b38-bbac-34aeaf009cd0	-1	3
F1	0f18ac06-f5e4-4a70-9c99-b707daa1df95_1	-1	1
N	75211355-8211-4174-ae6a-41991a29e3e3	-1	3
N	a6ba1ae0-b197-4403-9c9f-4a2dd2832002	-1	0
N	c4632ba5-fe2d-48e3-8991-7f1668473a04	-1	3
N	628717a0-7dac-4c70-9d3c-c81927b78483	-1	1
F1	d134cf71-f342-4993-a479-92dcf2f470c2	-1	2
N	5561a82e-5278-48ae-80da-d83312f96fe7_1	-1	1
N	f397d4dd-7eb9-451c-87ec-fcdd4a3e1c7b	-1	0
N	82a78621-a9d7-47bd-98cf-e242cdeb41c7	-1	0
N	a4d05fef-e1c8-4216-b99e-3563164a302f_1	-1	2
N	f93de55b-bb13-46e4-a2a9-c10181c0cfa5	-1	0
N	c687a513-d75e-4c00-aa77-5c7176430fe0_1	-1	0
F1	47d37a66-bb8a-4341-9ca3-a31072c263fa	-1	2
N	b3b29775-5a28-45f7-b71c-711799519199	0	405
N	1a335695-8976-4648-8419-6b662f2704ae	-1	2
N	51e5b317-7f34-48e5-a309-4a1ebe1e57fa	-1	2
N	a2f48115-f802-443b-869c-e3291f0b22d4_1	0	557
N	c77a6228-45c9-4838-87a5-74568e0af5a6_1	-1	3
N	0327b207-f924-4953-8d44-41bacec7b4bb	-1	671
N	22f9d361-f9ae-4547-9b81-ec5e1723864a	-1	2
F1	d2b8066e-61d1-449f-8687-fdb710dd2c3d	-1	2
N	cfbe88e5-2e97-4077-8ed0-9da5290512f7_1	-1	5
N	706ec5dd-249f-4022-983a-28d70e1b540b	-1	0
N	4ac0336f-9262-4482-a918-eec686fef6e8	-1	3
N	19780b6f-7738-41c3-8065-d134790f49b9	-1	1
N	91df48bc-c46c-4114-8cfd-840feeb38fde_1	-1	2
N	4b032569-edb5-440e-8173-8e551f83742f	-1	1
N	2ba3fc63-112c-4f3e-a1ff-03d4af5178ad	-1	1
N	4069015a-362a-477a-b5e9-5fdd41f17fca	-1	0
N	7660d56e-c877-4e91-aeaa-ac29c6b10cf0	-1	3
N	87abe02e-a30d-44e2-a230-4ec5f28a18f9	-1	3
N	bfff1ee0-9e6d-444f-b700-40613fd82ee2	-1	0
N	772f7028-07cb-4c66-827e-5a8ffc839f03	-1	4
N	cf00d563-3454-4063-9023-14712d7910e6	-1	5
N	04d19c1d-5670-409a-86e3-e5a9a4b96012_1	-1	0
N	b3325ac5-0894-4b37-bb50-1d0804f295fd	-1	2
N	d57fa134-620f-4c62-9976-e45f972174dc	-1	4
N	6f51954b-ff0f-4c4e-b28a-6730b3e6fb0d	-1	3
N	ffbb773e-e786-4e39-af6a-e5ebd9574b0c	-1	7
N	6b925801-c279-4924-b52b-e4e4c10c40ea	-1	18
N	c2ae4e45-5774-4307-82b3-554ea3c2b8ac	-1	1
N	9f98a02e-880b-46c6-b718-72a45780ebb9	-1	2
F1	83b204ea-8c5b-4517-88c9-42207f4fe603	-1	0
N	790d43fc-e0e2-49f0-9899-76a1eae9a323	-1	1
N	e2c5f549-f683-40f3-86d6-7f6ef473146a	-1	2
F1	00fee392-e730-42be-9b66-34c120c8b891	-1	1
N	cd085810-b5c4-41df-98a5-0bae7df79947	-1	22
N	9499acf3-1e96-4035-acef-def9d251a3eb	-1	50
N	c89bcc6c-0c39-46a7-b039-37084a7ecc82	-1	1
N	d0d32b37-24c2-469f-8add-2686b5e5faed	1	2
N	41b49824-4ebb-4fe7-bb52-34ba5997f7d0	-1	2
F1	42f397bb-e15a-40db-b50a-6e715377f49c	-1	0
N	52739e46-869e-4c01-9497-e0fcaeec649a	-1	0
N	60b10a19-72ab-46f7-a2c2-7b0215edadbf	-1	2
N	ad8ccf7a-44a3-446e-8c55-ce64220b4aae_1	-1	2
N	153e9720-f2dc-47f2-941c-6dd60a04b5ac	-1	0
N	32c05ee5-7b5e-425e-ac14-f797b6230dc3_1	-1	2
N	51c1f340-ed9e-4e22-a382-5b53ea451da6	-1	1
N	927efdd1-ad70-4d69-80f6-5a2bdac2d75c	-1	2
F1	ce8f5e8e-466b-4717-a97a-2ef6637f9ee9	-1	2
N	f2e45afb-3629-4f41-b3f0-9f3c7c0a4be7_1	-1	2
F1	b5d7b432-da82-41b1-af0a-942f5143e8be	-1	3
F1	f33210ec-42a2-4b05-a6dd-bc57235ab72d	-1	1
N	ec4194b4-528f-42f5-a7ac-acc92725306e_1	-1	2
N	43adda62-6768-4c4b-8bc4-8501c93352e0	-1	2
N	bf424fd5-86f6-4fd9-b31a-00ae7e09574e	-1	15
N	170e7d99-ed78-43f3-a8ad-5beedecdbc16	-1	7
N	093e4712-54f7-42a7-ad26-dfbfc90807f0	-1	2
N	8f7e573b-71c6-4837-b06b-f6a67f4c1a89	-1	0
N	2bdc3b1d-7261-4e50-aa6a-307854ec9ae0_1	1	2
F1	da8b5799-0987-4edb-a490-091db32c4803	-1	2
N	f42404e1-b1a6-492f-89f7-1a6a8dceede9	-1	3
N	9026d9d3-f14c-4a56-95f0-603bac1ff892	-1	2
N	6296bbee-a6e4-4c3a-85c5-369963da6382	-1	6
N	d329ba5f-cbdd-4f14-82fc-73492c8ab45b_1	-1	8
N	41b1b7ad-be74-4c36-ba2b-4df7b18898ce	-1	1
N	b567967b-46fe-4cf1-b75e-6987c6146df6	-1	3
F1	c9a71d1b-4715-45f0-b071-1091991a08eb	-1	3
N	c19499fe-9c01-447c-92a0-362f85014fbb	-1	1
N	5a04c9a5-053e-4f46-9bdd-508ec57ea577_1	-1	9
N	66f5d2e5-bab0-4330-9be1-2f8fd5466799	1	39
N	4ced686e-fe27-4065-8374-95b14732c773	-1	2
N	042de2cd-aaa7-4346-8740-3a221ae49a3b	-1	2
F1	6cf7bad9-f4ce-4072-b1e9-4bb16aee7f6d_1	-1	4
N	fab3acb0-01e5-4855-84c4-8404dcc5b78e	-1	4
N	6692f437-37ef-4f4b-8974-4a4bc963d31b	-1	3
N	eb0ed5f8-9b0f-4649-8f65-4834347e47c9	-1	6
F1	89eb130f-fb87-45d4-b73b-a220c16d47f7	-1	2
N	62e737f3-9afa-499d-be78-b5a4b24d4617	-1	0
N	e6a5de7b-6e04-4c8a-a843-7d8740681f2c	-1	1
N	a9d6c94b-8a2b-4308-831e-28b1d2d342b2	1	59
F1	05f1a411-03c5-451d-a519-eeea5841f78d	-1	2
N	cbf9d8b9-5c2e-41b3-923c-735a50a14b52	-1	1
N	46167cc9-be74-4e19-b1de-a65369da5673	-1	2
N	1a049796-c2a2-4e9b-b51a-fc4d86f3a300_1	2	4
N	b8ced3df-0a6c-4809-a3dd-e075364d79f9	-1	2
N	9ed1ab5f-76da-48e3-89ac-266f9cae947c	-1	1
N	fa0eb9d8-0650-4a74-bf39-73774ff45b21_1	-1	212
N	34a4a80d-5b85-4882-b573-85ca1cbf6887	-1	2
N	54e87d0b-98ba-48c8-a4a5-e11e7e1b6354	-1	5
F1	88d861a7-8cb4-42ad-8a39-181fd2040469	-1	2
N	2aa3edfa-1994-4b3b-9609-7c151b128ccd_1	-1	9
N	bcb47e46-a5b5-4de1-93ff-5c6820c6bb5a_1	-1	2
N	9d21fe6e-d0c5-4e8b-b0ca-84ae14833802	-1	4
N	3a748651-9364-4388-a099-51dcc4d9dd84	-1	0
N	8e766897-dd76-4d90-ba13-b4b57f6322e8	-1	0
N	4ce8bd68-68f6-4f66-add0-12864d9458da_1	1	2
N	a6832f96-3bda-4fa4-893e-bbd3fafc0137	-1	23
N	22de3390-67be-49e4-8cbd-95a405f4f577_1	-1	2
N	84f8a07a-e4e5-49c5-9a86-4d1222d705fe_1	-1	7
N	7f5e3109-f5f4-4de9-a3e4-a5221756df2d	-1	2
N	5688dea0-e3f8-4550-aef4-f6808a3ad519	-1	0
F1	23fe712e-1681-4f45-8bf5-003c07b2cb8e_1	-1	2
N	73a215f4-1b6c-40f1-944b-d799c5d3a1e4	-1	3
N	f4ee8915-62b2-4361-a6aa-c87cc3127a4f_1	-1	2
N	a7933b8c-c4fa-4a44-b5d7-189763d06b08	-1	3
N	c83f4599-cb3e-4fe7-aea4-20cff425d7e6	-1	1
N	a55e1136-8c25-4f12-964b-29ca71f4f756	-1	5
F1	0d0a4270-ee99-49c8-a03e-78ef1ed29006_1	-1	3
N	d2c28187-8e3a-4a6d-9c26-061c46a568e5	-1	4
N	67a333a2-0c25-4453-bcdf-12aa376666a7	-1	1
N	6496de92-cfbd-4247-89c4-1ccd74d7fdfd	-1	9
N	51dc30b9-f305-482e-90b0-45025bfcb7d0_1	-1	2
N	ec26e06d-3dd1-4668-864c-902f12b38377	-1	0
N	a713503b-2e3f-4442-9827-21132503d35b	-1	2
N	fe9a945e-b7df-4587-83bc-2e5f5b9384ef	-1	3
N	baa9fd2f-ae43-4474-9a95-ad6ce0495b33	-1	3
N	1e89874d-5316-4a11-ba86-04fc13b7067b_1	-1	1
N	0a05a51d-1f8a-479c-9454-f86ad82879ea	-1	4
N	4fa1772a-5730-4639-bab7-a7114379e6ab	-1	0
C1	c5a4e457-a69e-4210-92bd-dd053f22f8cd	-1	15
N	5ba78559-e0e8-4a38-a7d0-b40236f94bd6	1	0
F1	ebdb6f71-c674-4681-9891-8f45eb4a4d17	-1	2
N	1a380b34-c878-4329-a598-2f392231fb5c	-1	2
N	2ccb84a0-a713-4c7c-89a3-99016d7e36fc	-1	5
F1	6dad2b58-8632-4ce9-b20a-c78c37fa1e61	-1	2
N	7d95a6cb-71ff-4e2f-9a07-dbaa8abd695d	-1	2
N	fdb67838-1e6e-4dea-81d4-c27a67822f39_1	-1	2
N	58c450e2-20d6-4fc0-b0a9-4675e65ba8eb	-1	8
N	0556d6d1-cbf5-4281-bc9c-c1a75e6ba209_1	-1	2
N	1082a14a-5c58-4e20-bf1b-06b92114e530	-1	2
F1	12e23a92-3ab2-48be-8d7d-ccb9e2445d9b	-1	2
F1	cbee65ae-4fe6-46ba-a920-8f7eb7e03b10	-1	2
N	7fdf87b8-71da-4a12-a43a-61a3199f2435	-1	3
N	bdbe8eb6-a24b-442b-8161-d409013fe38f_1	-1	5
N	21e01ce9-96bd-4d7a-be3e-66449d02c1e5	-1	4
N	64e63cae-7c85-4224-9e96-dd6223db20d1	2	324
N	7362db6c-9410-4eed-9975-4871cff72978	-1	1
N	29a8cedf-f8e4-4e62-8b4d-e94b4a9d391a	-1	1
N	05309b00-501f-48cf-85fd-642d4e00a07a	-1	6
N	0a8b9c20-01bb-4edf-ba35-821ffe02c46c	-1	5
N	be819961-1cc9-4190-837c-f7e916fe8d5e_1	-1	26
F1	fa48ece2-c1c1-4635-865c-fc19a4662e7f	-1	1
N	4d3f39e0-a55d-49cd-a0dc-f1919936bf0a_1	1	8
N	0d0fd25a-5a9c-4118-9f12-2a39b52f8054	1	5
N	470d115e-6c61-472e-80a3-06e7650e4ab6	-1	1
N	8e184d9d-d77f-4ca1-81b1-e7c2be3c7f6b_1	-1	2
N	fa166552-b181-452c-811f-e7d9950d63eb	-1	3
N	94b831ba-3f20-4007-be7d-4ca5f8c49464	-1	1
N	6c21883c-1495-404f-9959-0c15d3186248	-1	79
N	fb655590-696e-4c70-b58c-aff7593e232e_1	-1	4
F2	75460ab6-0336-432d-8f6a-def086f1a298	-1	1
F1	9304c747-3333-43cd-b97d-cdbecb4754cf_1	-1	0
N	de0298a3-2d65-4dfc-908c-8003c4e2ff91	-1	3
N	8358d2cd-f339-4cf2-a6e7-f8e81cdb1e7c_1	-1	1
N	f25f4b03-c860-4306-becd-5c1adc12550d	-1	3
N	b0b917ac-d208-4d4b-9781-902cdb7c2f68	-1	2
N	a2ee8d1f-ebe8-41ac-9bda-f1a391395fc6	-1	1
N	a1c434ff-d0ca-4222-bdd6-e77ccd0a2811	-1	2
F1	0c7269e0-1c77-4622-af6f-70e56a9bfa2c	-1	1
N	2ae2b839-4a62-4cab-815a-cf06fa9c5050	-1	2
N	242e8240-2ac6-4303-b029-d6899b56a351_1	-1	3
