	0
62d1ddaa-1a4d-4081-be20-d243ada134e8	1563
e4e65232-e417-4c9e-970f-ff7d60cf19d8	1598
8ad94018-be39-4e41-b601-86ee8c739662	768
fa657c64-0820-4913-968d-3bbe25e5a1a9	1133
85015791-be33-43d6-b945-6b8038764250	1208
5b5e7c4b-63f7-4680-b456-45d718f00f68	1143
3c130952-9454-4c16-a28a-e94ebf9b863e	1349
47136538-f419-4f33-a3af-45328cfee515	1232
0c24e8ab-554f-44c5-8cf3-e1edf036135e	1370
27664a97-55da-4696-9fb0-a8874d688e23	1070
4325f891-3d1c-42c5-b0f1-7ab43aaa244c	1431
6cb98466-db2f-4c90-ba3f-c18e36a7fa76	1050
557e2411-6f22-43d3-907d-ff8f97017156	981
4c5770a8-fac5-40e3-9296-dc5505b8dbbc	1306
a92c3c38-5b5a-4ac4-8d56-b152ea2b54fa	1450
02fc52c0-e716-4693-a9ea-aeddc97fa7a4	1354
608c693d-450b-47b7-93a2-d76e342ceb07	1648
84364e36-f958-462a-a3de-e3fa9d595565	3243
bef4d237-2a0b-45e3-a7ed-9a635be2a598	1710
0cc0cc05-1b2a-4705-9cd1-db8df0f12d12	1188
4fcefdaf-3498-4743-9170-87edf65f0782	1577
250f369a-2242-4a4d-8d5a-86a6bf5343ff	956
463ce175-0bb7-488e-9831-770b09d6c642	1404
eefd485a-5b68-4487-9a0a-5f617c921ee9	1301
f68ceee6-f83f-4ab4-ba5e-dc6cb96a2009	1751
31ca2164-9c08-4bd9-bc86-d9977863ddea	754
9b8dcb60-ff4b-4f98-87e4-fd9038262bae	1604
fbb37a77-9648-408f-95d0-18dd0e35f00a	1104
9a875419-fe15-40c4-8443-a0666501a605	1485
582e4a40-06c8-4525-a4e7-0b904d8f833a	1164
d3cc6bdc-ccef-4b14-a147-f2dd260fdc04	1309
29ef8c80-80a0-4329-9fd0-9fac22281914	1072
4234f565-9d9b-4ccb-92a6-67c43cb6c3f7	1223
c2d0392a-75ff-4a06-b295-8bfcbd1cd9c2	1304
53ae0ccf-5af4-4f96-940f-e1daadeb2f98	1363
ebeb7a88-7991-40bc-bd1a-76d4ae0193da	1322
7d569c42-e0ce-4f44-8dc1-fa9c19a36c23	2054
d4f126e0-285c-44d1-92f0-251c6c78adab	1336
28fe0b12-9ed9-45cf-b048-cbe5ba1ff2c7	1752
25b27ef3-3836-4f62-81c4-cdcfa9307063	1225
219c1465-b7c3-4a08-8ab0-e078458b0e84	1310
a2a3d133-32ae-4ff3-ab56-3f790c9a2119	1361
e7a5d380-9709-40a8-a235-a9674df280b9	1605
7356c141-45bd-469b-8a53-3859cf62779e	1228
ab70f200-7c32-4ffe-a75b-d40254be8ed2	867
e007ecc0-31f4-4a71-8491-a44a6c6da7b4	991
ca7ac22a-1869-4be3-a050-3ef05f8fe1e8	1367
36e907ab-3d87-4723-a0cf-e8bddd22e3cb	835
c1bcefde-5ea7-4592-9704-18be107147d7	1158
a17e16c3-1202-4538-8fa6-3b4e3b071212	549
747f1de9-e770-4fc3-bba4-e8e6744f221e	1615
2490ac50-1f26-4bd5-96f4-c1a94b46a0ea	1402
95b3fe73-9c80-41e6-bdde-5796fbd12aca	1323
a8886ba2-9f3b-485f-97fe-42c11de4b7e3	1311
78a96f67-a888-4a58-b3b5-527d89b1341f	1352
e5df5166-09b0-48cb-a739-dc2684f9c185	1639
498afc4f-c87d-4d5b-a9d8-903e9b0ad607	1325
8e0eab53-be28-43d2-84a7-38c2de7c602b	1484
82c4bca7-25c5-459c-9a73-6e073abca8f4	855
1800f178-aa2c-4fa9-a692-bd23aa3eca1d	919
a3afa9d2-f5a3-49d5-9e76-71dea7b9a9b9	1033
09a5cd50-cb18-443c-96c7-4beb23772a2e	1474
e5ba4c7a-986b-42e4-bb5c-182d3c84a0ab	1005
70458330-a2d9-4a1a-b058-4938cbac1e99	1168
22788ce6-fea6-4e3d-9f38-086fd2e6b361	967
5b4e99dc-4315-4150-8656-7d83257a8b0e	1447
3f22a45d-6916-494f-9311-ac8af149a0f0	1267
613921c3-50a0-493a-b6f2-ce289ff96abf	1355
14056b6e-3471-4473-be13-9199ab814f38	774
a42f21e6-2382-4633-8604-38858cc50dcb	997
3bb3cdbc-615c-4948-aa87-75172bb1df05	1205
1c678972-0da2-42bc-a54c-e5c5306be5bb	1455
728e436c-ad5a-4be6-afe9-093596a7a055	1474
d48ffdaa-ecc1-4c6a-9781-d0aa6482837c	990
42b1fc57-2c25-4c0d-88d8-9f49ea0bc388	880
863eabe8-5b60-4111-9b4e-d7da9026ba75	1034
1a9b53a5-4d71-4ea0-8ed1-3a07f6d68c2c	1545
a4a0d69c-6033-47ea-9b10-147484db02a3	1759
3d8eddb2-3617-4a65-b621-a7bb560f1100	942
26bcaa55-5437-466c-9004-2c05b9a45e3f	2322
d8b22e25-195d-42db-86b7-d3196e1b3852	1890
07d87145-58fa-4f10-919b-2800cef24b03	1398
abe6f8e7-5d0c-4c34-a9c9-890569cc971a	614
7076c8d6-3ba3-47f1-8b31-4c216e7e4618	1891
33f5dd2c-955f-48d6-ba7c-1d923d6cc2e6	1382
886ab91d-3c08-468e-89c8-8bca027ba3d6	1485
081f2829-0d0d-4306-b80f-26b930000c26	1083
42e5b871-7424-4cdc-b3de-4ae922bc97c7	1459
3b5140b5-8c9a-4e78-b506-b0ba2aba08fc	1414
8101531e-fa72-47d7-9321-1c5d801a72ab	954
5ff2d821-87f2-48d4-bbb4-2faf1e9cb1f8	1108
2ddfac21-dd16-4c23-be74-b6497ff73852	830
636f9edb-f0df-4d6d-9de7-e2caf9a9753a	2453
d4aa8f3a-8389-4017-8c15-4328eabe5300	1032
90f0b714-6efe-4fe2-8f3e-e4016cfb4efc	892
730d81f4-83c2-4c02-af74-05146a68d172	1317
7f9e53ea-ab47-428f-a724-9e47e7651a06	958
ae7a5de8-92bd-48d1-95c2-dbb7a8b0cdfe	1262
35e8737a-4f86-4879-a9ea-a2ea279434de	1490
68b353b0-cacc-4a07-8248-7c29072106f4	1006
fccbfab8-bab0-4a9a-add9-e06416529014	1043
2531db24-c02a-48ae-b566-a1bf66f03fb0	1219
b959a393-b9f7-4125-9e2e-ee44ac75f368	1208
9d73427f-ae49-4d70-b1c9-8e7c1ab25f87	1117
4f7bc02f-09c1-4545-a950-b3afa28bb0e9	1054
0e537c3c-b4c7-4dd3-8604-97333ad6d4cf	1493
c7f67304-eec2-4e7e-bcc1-df257aee0e33	1117
3c31dc83-1242-4bb2-9bdd-07a94ae00411	1537
2b52268e-a7db-48ac-90dd-7ecee23fb7d5	1719
f8986c02-1338-4a6d-b237-dcf95bdfd900	1434
88e30096-ea45-4f25-8d9d-d4efd7fff0f5	1564
fb26def5-16d1-42f9-8286-88f5d729aafb	1200
9eee4357-191d-43fd-aa99-1078d0373d50	1234
f18face5-dd11-4ef0-9e33-22b801de8543	1036
fbd6fb74-1654-491f-996d-a5696036a76e	1323
8212b5ce-73e4-4923-a255-33051fa044b6	1415
bfe4e6f6-8989-476a-b120-e717427c67b9	1082
8e571c11-7819-423c-874f-633e0bfe04b2	995
53bca3e4-8545-4627-a2ea-5b4508383988	850
02e49176-4a3e-47aa-8c4d-23e8ed7395e4	1304
b44f5b68-1910-4fd9-8d20-57eae3965c5b	1387
accea1ca-07b7-4673-b18f-17779a8ae169	1005
317185a5-f610-45cf-8688-3784b17fffbe	1271
740ea3c8-b54e-47c3-bb44-6a0ab22ab7f0	1071
0a28b759-7e9c-4571-8861-fa7652074f12	1352
75e9bef3-d756-4532-82e7-805f6fee402c	1189
3eafbe92-1330-4351-9892-cfc3b99d7d84	1303
14efb961-f7d8-44dd-84b0-5cd33c4a01ea	1348
dff62106-6a6d-4199-acfc-b617ff1ae6fe	1715
4ff72efa-d3a0-4865-a919-965e1d73744c	1316
76c511f2-951a-4345-b381-e70be2718352	1093
497af43e-0516-4d2c-aff7-6a492008c781	909
abee279b-c88e-497b-9e64-48f2219375eb	1431
0b3f113d-ae1a-4af6-82ec-be8bd24c1d5e	1431
f789fd92-df31-497c-a30b-0fb02cf222de	933
48d926e3-f749-4ca8-9cca-7ed898232fa4	1392
ea989dac-7c73-4101-b07f-2b66174aeeb1	1120
a7a858c0-9d03-4b15-8a7c-f800f60e15d9	2534
ca033877-0023-4f46-b2af-3129db429739	1050
fdb78441-3099-4113-be7b-d24695f3069a	1280
24a8d6e6-5cf8-4395-b7a2-161be925e3e6	1675
4312a466-7dd6-459f-968e-86bd6d465636	1461
82d47960-5e5c-41a0-9c96-c9ab62b5764a	1695
64710a35-4bc4-4dcd-9482-518a319b6991	1779
d3f027c9-e8af-4f43-b68b-aa48d64ce524	1250
d1b3ec49-2e9b-4488-a2a6-91b8e2ce5316	1290
92bc14b9-6a73-4bff-96ba-f268a8dc7fed	815
62c28162-bb7a-480d-b1b1-0c125f276e61	991
0644613f-b362-47d9-9124-3582980ee132	1074
7c1e4178-8d06-485e-8b8c-4c751240984a	1334
80e97649-02ef-4588-8cb8-8a5eee7ebe47	1336
3478f68c-3bda-43df-a51d-f59f930aae24	1308
b6710f12-3cfa-478a-8c9b-a941728fa03b	1304
8b69e63f-2a7c-4d35-886e-f90d40ef893d	1914
d44f48d2-0f2c-4aa1-9558-ce827afa57b0	2039
a54bf35f-3e99-4cdb-acfc-2f0f5008e473	978
5c876540-a2e6-4a84-8ea4-6585bc1011a8	1214
c9cc9225-c510-4d58-aab9-669338108a50	710
14e37f2b-94f2-4ab4-9e45-f1d91f78fd85	1781
94f4790e-be72-49e3-ba07-52744742adc8	1430
3040a310-372e-415c-aaee-0fc47d7d307e	1273
ff489d83-5c88-4807-96cb-3087c7b74a93	1101
1e680396-5f63-4ce2-8552-f0ef276cd7bd	1569
6045dd06-b5fd-4c52-b739-f412f5fb0458	1513
587c99bb-a618-4608-9827-21aa16b4c699	968
9e3e1385-8e10-40e4-8b96-ed7f12931511	1480
d72cf529-af74-476d-a3aa-b059f3414856	890
e3e8f361-85ee-458a-be43-cede69829122	1289
8cd1d1ca-edbe-4c42-b93c-5cf5462ebd3f	852
0100035b-f38f-47a8-b7a9-738bb2d4cf86	1823
57f6ea2b-9726-4451-b8f1-6616fa07acd3	1244
19a563d6-723d-4cdd-86cf-bcdfc42a79ee	1458
92d3ccf6-e93c-42b3-b2ce-2c76ad6ddeef	1407
8ad22c1a-5795-4b26-9b58-26c427f898f8	1383
5cef60bc-291c-4817-bca7-ae371de6b862	1303
ca5acc7c-c42b-4aaf-b1cd-e63d70a0c46b	938
92a7c2c8-0175-4104-8c30-46b7c89cba6e	1217
d346b0b2-32f5-4dda-bd99-40f9bdf60753	690
dae2fd86-6f48-4be0-91de-ea37d1a87362	1779
ecc5a59c-d578-4d38-9ccb-cdb6b08a6fc2	1093
451df0a7-35a3-43dd-84b6-b78050d900f5	834
74bb277e-09fd-4627-87d4-7909164150b5	1722
32677ade-e42f-44d1-ba8b-bce932565b17	997
ceabd522-0615-491f-a635-f09ad2cb810b	1016
d946875c-7fe4-431a-ae01-cdb408e46de8	953
772bed96-009b-4091-ad25-87a4b8aad310	1132
d74e97ff-6699-4794-af60-66318607e857	1622
4ceb95da-df91-4fce-a3d8-b33c6fbe76c2	1220
36c8f012-07d2-493e-999d-c060435ce7d1	819
6c8b3f68-5cb9-46ae-904b-c8133b1b0ffd	987
38abb026-ce2a-481e-adf6-9d7d3987a221	918
625de9c0-56dc-4552-8049-058875a167f0	1731
0631daac-49f1-48a3-ae84-6f5a52c4e77d	1339
522b2121-c168-4a52-a955-2735a2c8d40a	1481
54b756e0-0007-4751-919e-b7f0d6243368	1376
0ebdc5b7-4aa3-42a3-a726-53ff38f1c588	1416
37558d32-62a8-411e-a1bb-279c13073fc8	1517
97aefa92-de05-4db5-9cd4-54ffc22fd655	1371
6987bc84-07e1-47f3-9e43-7cb43dcfed56	1685
a2769373-5168-4fb4-9520-65302ff21354	824
02b8247d-8731-47bf-8fc7-b4ac8d520fb3	1352
3397a5b1-16f6-4e56-810c-4022e1fc2e8e	1356
9ccf5636-6c84-4d75-9090-c7c49c6933d3	1119
636433f1-98c5-4b8c-a709-fe39e4777077	837
5a9a7036-37bc-45bd-bd83-5b1b4c72442f	1100
89e644dc-9990-400d-8fb1-48274987030f	1152
31335f80-6898-443d-8da9-6a7e06492d41	1630
cb0354b3-113e-4b16-9427-3df6964a36fb	2662
1b0ca983-ae2d-4415-925e-d751e8292832	1396
5bbe4c66-4e02-4853-ba51-073bb7ac52ba	1139
d682bef8-a0f6-4caf-8690-a04c40ae70bc	1659
7dfedd0d-1925-4d66-9944-761ab61c63d1	881
f08d8046-1b1b-4efd-aad9-49c2bdc9509a	1340
8bb482aa-3465-4153-ba27-c8e4885f0f6f	1287
7262c900-e936-4a05-9775-3c92a57320f9	978
e1b9bd04-1fc1-4850-8930-84726ce0c76b	1321
d59cea30-44e0-499a-98b4-0d3d39c7d974	1150
eb3fa708-63b8-473c-8528-df84d47d2bb3	1508
a6a83685-249a-4485-9a94-82558d9c91db	1020
07c9e227-507b-4c06-ad37-484c6f09765e	1423
0651f5c5-d5d3-4346-8639-d3e2b04f4176	1164
0212f2c5-41cf-471f-8693-5707e8c83b41	1164
51b1367e-5abf-4c09-96de-4b3ff3f29342	1702
d684c072-0bca-4206-be47-ae9d22ea55fd	924
6f88953c-5d13-4e7a-9262-7e1c2b3dcc3c	1114
ff85cbec-23fc-47aa-86b7-d5b6af86f376	1101
8eb1e0a7-cf72-4d9d-8c1e-c48b27d01131	737
c098369a-cc0d-4b8f-8b01-e91c5f69d8cb	906
1b6d45d0-0f51-4b5d-aefc-cc96b25d27ac	855
6d2bdf25-daaf-4002-8c7c-70c83d8f2279	1181
96da03cb-039e-423d-b2a9-64264bba5544	1517
0f8f836d-49a9-4ce2-82eb-3497a5aa9f4e	947
fb27e30f-e64d-49f8-8d33-e8d1ffc96d5b	1014
629afe0b-b3d2-44b2-8f52-21760826ab81	926
9c89941c-7147-4a99-8e59-21a8b684987f	1485
463594ca-d532-4c06-9ef0-dbbc80ae7cad	1629
7abcce8b-bbfa-4832-aaf6-28b56e0ccedc	1090
619fe94a-6ab0-430e-8f63-539d889e555d	1902
f546d915-2efe-4cca-be79-ee220ce3d8a4	1414
9c56391a-797f-48cb-bd39-dd097590cfc4	1129
b632d08b-0389-43c2-9872-b18da158e1ae	1081
982e7621-ec0d-45f5-a36f-7f285174de92	1399
75392bdc-523f-4f03-a3e4-fbf5cb5b569e	1674
1ad9d8db-4118-4316-8b1d-5259d9294dcf	1405
796d8a8f-e85e-4aa3-b525-29fed1d718f1	1191
d159c9c0-5888-4592-a5d8-a422d3a97ed2	905
6d5ffae2-6e22-4ce3-96c8-b665f8e8c520	1495
966432e0-bb47-47fd-9ee6-6c719a0508e4	1509
cb612a59-746a-4fbd-bdb0-cf922898d133	1853
c53f89c1-370f-491b-ad83-0c924ba576ee	2710
3c22c6db-8216-4227-aaf7-ea62c40537f9	1235
24a494c6-e80f-452c-a29a-09ed7ebd1247	1069
46478e41-59c7-41ca-9d5c-3b8940f58825	1680
1df40919-397f-41e3-82db-ba0f426ced92	1688
afae9221-6fa6-42a7-83f3-3c0a18d1a6c5	779
17e69636-4839-4cfc-bb2c-8b18e096ff76	838
44cc0d71-fece-4441-9c8f-8996b06c4731	1262
aca5f6b8-d61d-4167-a52c-727f0b15ec56	1337
02ed334f-6895-44ef-ad4d-c54779f13797	1122
63d8cfa5-ec2b-4c68-aad6-9b6ba2503052	1032
de352968-9e3e-4eba-b447-667ef610a685	1147
7184f845-4d0a-4b7b-a08c-45bdfc60995b	975
07d0f11f-f6a6-4786-852a-42710ba58647	1084
817933af-93b2-4fa5-baef-bcbe9e13ebbe	1244
c24189c2-0a18-4dc8-96d8-3ec82d096597	1331
b41593a6-6c24-4d63-a5ce-cfd501640f81	1019
598859f9-481a-4fcd-a050-ca1af223765e	1209
22224dea-07bc-41f9-b12e-dcd7fd734370	1436
aac766bd-608b-434b-8180-a0d40dbc4a5c	894
b7776442-1cf6-4847-9618-bda0a1db4321	996
a651622e-1192-4dd2-8e24-d8d058e3ddb7	1263
cd1eb71b-6d32-4326-96cc-83fa258f3ee5	1479
70bdeac9-9a49-40a7-8512-667b5e3b43b3	1973
67f62a48-a0c9-4e38-9ef1-8f2c62066164	883
3ad2c3b1-7800-47f3-8ee2-9334c264a1ea	1484
87fc45fb-7b6b-424b-94da-eca71bf7a8c0	1320
12770240-e667-4cc8-a89c-49b7909fcf74	1312
511011f9-f193-4af6-b164-984865461a60	1390
4ce4f06d-c716-4114-bb10-c85a31c8427f	1617
133af23b-a7d0-4182-b78d-d83ece0b7581	1469
0675b4d0-76b0-46c4-813a-5d4bda7c7639	1048
5d544123-42a7-400b-a902-062e7b577983	1707
8acc66a2-b8ed-4d05-8d4c-47d423507c1f	831
392e3eef-3df7-4b51-87e7-7022b4bf29dc	1742
b538723b-8c04-43e3-bb5b-14f357d273cc	1941
eef1170a-7276-470c-a5b9-64e17d33e4b4	849
4f82cbd0-25dd-43f5-bdc2-bc5f337e0505	849
2724698c-095e-497a-991a-c9831cdf6e1d	1310
28660a90-b952-47f1-a9d3-f56d8dd8bd70	1053
a9c7ebf8-b595-4184-aa0c-2126121413b5	1292
c0e0dd65-6e17-4b64-93cf-370c142a3aa0	1694
c7d438b6-241e-468e-83e1-f416386309df	1888
b785c586-4b12-4c6c-89eb-34ceba91d3f9	2157
47dd7b44-c8fe-4b67-b1b3-07aae710480c	1173
a29c4eb7-b115-4dac-b23f-dffdcb6f2162	1562
6eefa9d2-5a9e-4f45-a2e0-96f84e728274	1022
ca2f27ee-1ad2-4519-ac65-54f20c705027	1493
5163155f-a0d6-4be3-84c3-30adaae694b6	2096
826507d6-0af5-42e9-bdd1-73d022fa6db5	1409
edb3307d-701c-45dc-98cb-d071092aaae8	1508
ddeec63b-0c7c-4f72-8033-af35e05ac58e	838
50aae685-1647-484a-9ab1-11ef3ffbf779	1306
5b4c3b81-9829-4b92-bbba-ccb579b10496	849
c63655a1-77f6-4ed3-804f-3297c5ccc7ca	1400
0d8c8286-2887-48d8-80db-d5275c9992e3	1166
b25f870d-c0ec-49ea-a0ea-73eeec8aaff4	2033
82124a36-e37e-4350-9f82-aad5241c0c65	1470
62fddf6e-2fc1-4f3b-8c4d-5dbd15a9ff83	1897
cbe782d0-e17a-4cdb-942e-49ccc710a4dc	1078
79706446-8d52-4226-bda3-8f3e4439d086	1280
4e729f0c-fa06-4dac-95f4-96c01b44e3e0	1798
b20a57a7-7221-4196-bcbe-6d6f934b5f0b	788
ebaa741d-2409-41ec-b52b-c4b9f5eccfa5	1195
c0900376-aa5f-4b62-8f44-afae31d8b74c	1127
e85c29dd-4d11-4dc7-b19f-b76a9a124e63	1147
4fa2cc3b-fde7-40e6-a0b0-243910b48f79	966
f402c0ae-c005-4323-954a-86928699367f	1918
9fb6786b-d896-4588-ab5d-65f391e6b48c	1160
ad489956-0e7d-4668-b2d7-d1af78980e6a	1521
60dac4d7-284c-44fa-8420-2ae1a49c5e3b	1357
f63947b1-34a3-40fc-a1ca-05c71b463767	1286
3a39fc32-664c-4650-b944-31b6a3a75ab0	1075
24284ced-782b-4f51-b6dd-e1975582a442	975
2a3d76a4-320e-40f5-a567-b16585959f2f	1296
d767c40d-654b-46cf-bc5f-b36fa37bc8a6	1014
5d113f9d-a1da-4fd3-b814-2f52408e2dc6	1551
e931bdc2-2b27-4bea-8f38-a52209ba302f	2495
e7e9fac4-89ba-4f5b-a228-aaaadcea34d1	1105
0a835aee-b866-432f-9385-095bdc75257a	1312
b84525d9-3d9d-4e33-8d99-72d79c20cc24	1073
94268313-ff91-48f4-9256-0e0fc5cf2d85	986
4a7932e7-1992-41d9-a4eb-7b4dfed6ec2d	1104
bc0d754c-4b1b-448a-908a-277b0c533efb	1669
92410fec-a9ab-4e70-bd7e-f0dcfa3faf0a	945
6967ae48-6c6f-4d32-9785-2f41b0e3655d	704
c661903d-cee4-46fb-9558-feccac90eea1	1040
97910990-37c6-4afe-9de0-26e829ea7e17	998
b55f304c-99c0-4078-8536-dcec0fc13127	728
470c21c5-670a-4505-87ae-d6a49a3f532f	1190
b1bd86c5-e056-4ae4-935c-308071956f6d	1272
f4375399-6384-4254-86e0-6419ebdfb225	1694
84aa9be5-cfc0-45d7-840b-658cb485d9aa	1213
66347bbb-10ca-4647-89ff-13a99df52321	1545
5717cc5f-69d8-4076-a808-81404358431b	1044
cebfd623-6cbf-4fd6-9f11-92c3a1eba987	2399
0a6ee42d-4422-4171-9374-5b0d3de26631	1261
ab0cf8e2-d9a8-494c-b621-253089aae950	1226
c7652345-d5f8-4483-8ab1-5a3e47026f54	978
de9b2918-38c1-4031-b671-a9ac0e6a4131	586
f4c64f81-d7d0-4faf-b728-d32f07ac1e16	1342
70813acb-64b5-4f07-9933-62cf7eedf21f	1215
24aef131-cf1a-496e-833c-23690613cba6	1600
ea1b2dcf-f851-4675-80c7-449cc2167f76	1109
b438a69c-8c14-48f9-bb45-d2862b731837	1023
afd43690-0bdb-4392-932d-8ba8d7146999	2277
6f8979fd-2717-4288-9e17-2a94b6055d81	1380
7886655a-8e57-4c40-b965-6270b5078265	945
6c1e0879-2869-486d-a857-ee35c1d68f22	1046
ec7f7728-e237-48f0-ac6e-9be22ca7b29b	1177
783f7519-972f-47ac-9649-4cb3e7b782fe	1237
9d5cf40d-8978-4423-883f-ba56f759fd7c	1065
afde3556-2f08-441f-bfca-b060e8082e88	1817
1f9540ab-9e16-4847-bd78-27a0c20743fa	1378
c8390994-38d9-4d35-9a42-6a348e28b5dd	1819
8acf3edb-29dc-4605-afe6-ceff183f3050	1115
afba223f-0e49-4ef0-bda5-f36b51fb878c	1565
727f80eb-5f6a-4d65-9946-1c2359f74567	1107
52dd9f14-7524-4aa8-bec9-999e9c22a42a	1748
73b8ecaf-ea7e-4148-ac6f-184fe5c54d36	1315
2d1b5fc0-fd1b-4f74-9bf8-c1b6de4b0e99	1050
ff239a2e-20ad-4132-b6a7-25e325c23819	1252
a4ae8caf-d340-48ca-85bc-0bc8ae00d161	1230
0ea347f7-fa59-4e80-a972-67579b27797b	918
a2c33c3b-424b-4e8e-9cc3-3ee63a12cbd6	1188
6c915a25-77e5-46a9-96c4-bf4f6e625854	1058
2debd306-15fd-4269-a6fe-6d854f872c8b	920
6594c376-28c8-4bb7-bff0-2a8241960dbc	1043
d3b59848-cf22-47ad-ac46-795b6e0cce1d	946
36cd07a8-2d19-4363-a6fa-4621c0b0b77d	1373
d16a75a7-a393-457f-be6e-e9a32fd513ac	1097
8b05155d-4e3a-477b-bb60-370ff84be4e1	1080
f66f8d3b-e122-4d2f-9a2f-690194cb1b2f	938
e3f8d678-45ba-4329-93c0-a70882b10312	1386
b0bb8919-9a00-4450-942c-5559a4ab2536	1523
ce77c828-b555-4940-996b-6bafb81e949f	1246
9c03ac59-0d55-4fd3-accc-6d1b08679672	1125
d6d99a92-0ea0-4ec2-a178-facb25f42701	903
a9443692-b126-4527-b0a7-8d10decb4328	954
929ddd88-3058-40b5-9d15-8d6476699e07	976
f171579c-8804-45e1-a37d-4c719a9af5b5	478
ed96691a-4c02-4d4e-96aa-42caf5b82087	1726
b3e3f1f2-f037-4412-9d83-224ffe3c5cdf	1288
87721cc1-f391-4d7e-9a82-0abe3a6ba361	1361
f22c0dae-96e1-4500-85a5-c7fee9300a3b	1356
b2af8e9d-906c-43e5-980b-0b18242a24be	1103
dfcfbbe3-5090-4e5d-b69d-737f54f45503	1588
85799955-3181-49ea-b39c-84755c50c0d6	1149
26b98737-ca26-4dd4-a07d-c5dad5873ff6	885
140fc6db-3b2a-4fdb-ba01-636a4301666a	944
9b18179b-3c73-4e2d-afc9-a9a4467861bc	1370
5b06923a-ca7a-4986-92ad-b56af2900785	1593
9ddac2f2-319d-4da6-9f14-0df5e77f5342	1433
1d4baff1-f3d7-433b-a5ea-efb264b935c6	1026
a4dc5dcf-247f-44fd-baac-30e448d95557	1286
c99dbe7d-a537-4d2f-86c9-cf5150cc9923	1074
5074d7c1-010b-4ac7-94db-ff72a9cff02a	1431
b79b867b-b44d-4219-99f0-1c39a029aeb8	1767
c4c7e7d2-3f7e-42c8-9098-7d4e10e72247	1575
7c7e4d03-3d9d-419c-b5aa-a89c63066ae8	1128
c9360bc9-e888-48e3-a610-2d6c2b418f31	935
7be591c0-bbb6-4ec9-abbc-a036c9f2e6d0	2156
7d4259e9-c7d9-4d41-983b-7191b9004031	947
35e7c049-3027-487f-a084-c62ec8dbd8a6	1471
86be0439-04a1-4826-b72d-bde5397e4212	1251
8ecb028e-7598-484e-b120-f39d526b8a8d	948
eceffae1-2cd0-463b-b15c-1be8c7f5238c	1296
e5b00c02-d85f-4278-95d5-645fae43784d	1186
3036f6a6-01c7-4aff-bc27-6e77b584dda0	955
f7f9690c-1a87-48a3-8ace-26080477302a	1160
4aea495b-6ba9-4442-af6b-fab163c5c020	1046
11b2ad02-53a4-4774-bd9a-801fc24e830d	1194
48ea6643-7e9e-4891-a2af-1907908591ed	1065
09fdfe58-4629-4d45-aa29-b914eda0872a	1103
4604c192-6f90-4c29-8c92-6aa81247d5fc	1793
ebc55e75-bec7-4898-8773-88d3b3cb7392	2191
3343849e-90de-4823-aceb-0c4c1ff7b1a1	1303
2feb0188-dd6e-4000-be92-b70a938a475a	1109
74ab67b5-4475-4b83-ae5f-4e5b93e80d50	890
8e34d2f1-5aa4-47c3-bdfa-4dc89cbeba8f	2013
f01d70e4-55fd-4691-91f4-299d3ee7d093	1102
54f86967-b7a3-409d-993d-fac416dc62fe	1368
f1e30d5c-d216-44a9-a8fe-429371192c93	1116
760fe32c-5c69-4c5f-9e48-dfbd493753ca	1161
9e11d238-a898-43cf-9504-3541d01d9cc3	1052
2ada73fd-727f-4875-87ad-941a5f24a6df	1335
9f9e4cb5-e168-4a0c-a2d4-8e3b4a390f4e	1375
74dc2b37-535e-447a-bfd1-24feff23a69c	709
525949ff-e205-407b-8d0b-adb8be1a90e4	1525
83e7f7ee-23c0-49b3-8124-f0b1a829d8c4	1027
34d4da5d-0bb5-46f8-a593-3172c176add1	1518
982f066a-b2a7-4c3f-9971-4ca5dbc6d62f	1208
fcdc687d-8735-41eb-96b5-52436d27bc95	1095
2897c526-4907-4db8-8e21-ea9c74c61f9d	620
f9ce43ff-a009-4d9e-bf0a-22bcf4c61561	611
251b8c7c-e0cb-4f55-aeb8-c0fc87c14da1	1237
7d727879-965e-4a01-8849-cbbdca39f199	1186
d0979ecf-1a3f-47e3-81b4-859506b64ded	950
5a2df96f-01e6-46ec-b704-08231b06cd45	1329
2d915b7d-9bb1-4299-b36c-b48cb4d7b09b	1149
f9bb1850-ecd9-429a-9631-38e2da75474f	1436
daa1ee9a-edfb-49b8-a953-2fa0039500e4	821
a6125557-95da-4e1e-99b0-d37a3b5c650c	985
2a6c08ce-3c7a-465d-943d-89a49ec14efb	974
c60cf7c3-ebc0-48f2-b10b-1c4ff0e2623f	1300
b2b92b55-36e0-4de8-9a4a-62f0bb9ef44e	1362
8a74145a-e25d-456d-b7d8-d0219b32ba6d	1382
481acb50-6e2b-45d5-92b6-9a3cb85bc8c5	1191
362f0e05-23ae-4971-8337-08ecdf163b3c	1873
6db1da36-3dcd-4e74-88cc-231d44d80fd6	949
f2f16209-7caf-4c23-944f-1690e98a415a	3403
58da3056-0b44-4b2d-97cd-1b33f70e3940	1350
a5eb2939-4d1d-4b44-878d-83f70f0a81cf	1446
e8f0244a-9b4d-4317-a215-0867186288a6	976
976c5d73-559c-45ac-bab1-a962c248ad3c	1195
5d4165b4-8987-4d18-bdc0-f5c2668a18d3	743
eb23ae5a-7ce0-4406-b007-fedc1b331597	1472
d8a7fc78-f022-48be-8d83-729aeecb7229	1435
723726ac-7f98-4ed1-954b-53f477c17d3a	2061
